driver_id,age,vehicle_age_yrs,speeding_pct,harsh_braking_per100km,harsh_accel_per100km,cornering_per100km,night_driving_pct,phone_use_per_trip,max_speed_kmh,monthly_km,harsh_event_index,speed_risk_index,distraction_score,risk_score,risk_tier,is_high_risk
DRV-0625,43,3,0.1131,8.09,4.64,2.96,0.2106,1.33,115.1,552,0.2983,0.2688,0.1662,8.3,Low,0
DRV-0626,62,5,0.0658,2.18,1.37,1.45,0.0889,1.1,81.3,257,0.0954,0.1161,0.1375,0.0,Low,0
DRV-0627,34,8,0.0281,2.18,2.24,1.26,0.0692,1.93,90.3,272,0.1061,0.1291,0.2412,0.0,Low,0
DRV-0628,41,5,0.146,5.99,8.98,3.6,0.1957,2.97,106.1,694,0.3415,0.2532,0.3713,95.1,High,1
DRV-0629,30,3,0.1521,9.48,4.3,2.85,0.1144,1.17,107.6,531,0.3183,0.2622,0.1462,1.8,Low,0
DRV-0630,40,0,0.0147,1.99,2.65,1.32,0.057,0.64,94.1,231,0.1104,0.136,0.08,0.0,Low,0
DRV-0631,30,4,0.1731,6.0,2.66,3.63,0.0808,1.11,94.5,592,0.2369,0.2246,0.1388,0.2,Low,0
DRV-0632,34,0,0.0933,1.36,2.27,1.19,0.055,0.62,96.0,213,0.0888,0.1863,0.0775,0.0,Low,0
DRV-0633,67,0,0.1123,4.83,4.39,3.26,0.2592,1.25,122.6,274,0.235,0.2965,0.1562,7.4,Low,0
DRV-0634,39,1,0.0325,2.81,1.44,1.86,0.049,2.13,108.1,528,0.1174,0.1982,0.2662,0.7,Low,0
DRV-0635,19,2,0.001,9.05,5.51,4.21,0.155,1.81,105.2,615,0.357,0.17,0.2262,83.0,High,1
DRV-0636,45,16,0.2101,8.49,10.31,5.65,0.2291,2.52,131.9,570,0.4546,0.3852,0.315,99.8,High,1
DRV-0637,51,10,0.013,4.2,3.62,3.12,0.109,1.08,110.0,728,0.2067,0.1946,0.135,0.0,Low,0
DRV-0638,46,3,0.1295,4.0,5.27,2.97,0.1074,1.28,93.5,263,0.2272,0.1969,0.16,0.5,Low,0
DRV-0639,35,9,0.1615,5.69,4.64,3.54,0.1563,2.47,99.1,77,0.2619,0.2354,0.3088,83.2,High,1
DRV-0640,26,1,0.1696,9.3,5.65,3.35,0.1191,1.64,108.9,282,0.3472,0.2767,0.205,24.0,Low,0
DRV-0641,27,2,0.1573,4.18,3.18,2.04,0.0768,2.01,91.8,337,0.1774,0.2058,0.2512,0.5,Low,0
DRV-0642,35,1,0.1414,9.9,6.63,3.54,0.1292,1.64,110.6,505,0.3793,0.2675,0.205,86.1,High,1
DRV-0643,33,0,0.3149,8.75,5.6,4.11,0.2102,1.82,115.1,240,0.3505,0.3798,0.2275,98.6,High,1
DRV-0644,31,5,0.0498,4.74,1.8,4.33,0.0537,0.5,114.1,166,0.2114,0.2303,0.0625,0.6,Low,0
DRV-0645,52,0,0.0176,3.72,5.11,2.44,0.0864,1.43,96.4,195,0.2084,0.1462,0.1788,0.6,Low,0
DRV-0646,49,0,0.1024,13.31,5.36,4.14,0.1921,1.68,118.1,214,0.4383,0.2742,0.21,98.7,High,1
DRV-0647,53,6,0.1063,5.34,4.29,3.34,0.1365,2.0,115.6,121,0.2451,0.267,0.25,41.6,Moderate,0
DRV-0648,28,0,0.1885,6.94,4.53,6.0,0.1393,1.65,94.7,216,0.3343,0.2338,0.2062,94.7,High,1
DRV-0649,26,8,0.0,3.84,1.08,0.84,0.0807,0.45,104.9,372,0.1116,0.1684,0.0562,0.0,Low,0
DRV-0650,38,5,0.1978,9.35,11.25,7.18,0.2958,2.38,136.8,388,0.5181,0.3968,0.2975,99.8,High,1
DRV-0651,42,16,0.0934,3.7,3.7,2.42,0.1162,1.25,105.4,459,0.1841,0.2216,0.1562,0.2,Low,0
DRV-0652,38,2,0.1478,7.21,5.72,6.0,0.2026,2.08,132.6,359,0.3595,0.3535,0.26,99.4,High,1
DRV-0653,42,4,0.0825,5.78,1.84,2.22,0.078,0.41,87.1,245,0.1907,0.147,0.0512,0.0,Low,0
DRV-0654,57,0,0.2064,10.31,10.66,4.56,0.1854,2.41,129.0,153,0.4751,0.3723,0.3012,99.8,High,1
DRV-0655,35,2,0.1242,3.68,1.96,2.41,0.0858,0.93,69.9,377,0.1545,0.1054,0.1162,0.0,Low,0
DRV-0656,47,2,0.0179,2.27,2.08,0.99,0.0434,0.46,98.4,362,0.0999,0.1538,0.0575,0.0,Low,0
DRV-0657,44,4,0.094,2.07,0.87,1.41,0.1402,0.87,87.2,2859,0.0841,0.1537,0.1088,0.5,Low,0
DRV-0658,39,13,0.0,2.34,1.91,3.16,0.0509,0.91,94.7,256,0.1418,0.1301,0.1138,0.0,Low,0
DRV-0659,47,1,0.0,1.37,0.87,4.87,0.0313,0.74,76.5,492,0.1393,0.0619,0.0925,0.1,Low,0
DRV-0660,28,0,0.0201,5.8,3.03,2.2,0.1256,1.6,98.6,137,0.2105,0.1558,0.2,1.0,Low,0
DRV-0661,26,0,0.1023,3.94,3.73,3.45,0.1072,2.21,100.3,309,0.21,0.2074,0.2762,1.1,Low,0
DRV-0662,43,5,0.0989,2.4,1.11,0.92,0.1178,0.34,72.4,1302,0.0849,0.1009,0.0425,0.0,Low,0
DRV-0663,18,15,0.0642,8.86,4.03,2.66,0.0931,2.46,107.2,479,0.2976,0.2123,0.3075,11.5,Low,0
DRV-0664,44,9,0.07,5.01,2.83,2.72,0.1027,1.03,121.4,178,0.2018,0.2688,0.1288,0.8,Low,0
DRV-0665,24,4,0.083,5.13,3.26,2.99,0.0913,1.5,84.9,232,0.2167,0.139,0.1875,0.3,Low,0
DRV-0666,56,0,0.1363,5.03,3.09,5.33,0.1475,1.09,109.2,394,0.2587,0.2595,0.1362,3.2,Low,0
DRV-0667,33,0,0.0096,5.56,1.45,1.03,0.0427,0.7,83.7,253,0.156,0.0942,0.0875,0.0,Low,0
DRV-0668,55,8,0.1046,6.26,3.91,4.27,0.1839,2.24,104.8,153,0.2758,0.2255,0.28,57.6,Moderate,1
DRV-0669,35,1,0.0,2.64,2.49,1.58,0.1062,1.94,96.4,564,0.1259,0.1365,0.2425,0.0,Low,0
DRV-0670,34,0,0.1306,6.91,6.18,4.58,0.1648,1.81,118.8,101,0.3328,0.2923,0.2262,99.1,High,1
DRV-0671,48,1,0.1294,2.49,2.25,1.49,0.0653,1.68,95.7,355,0.1171,0.205,0.21,0.0,Low,0
DRV-0672,41,17,0.0325,2.15,0.95,1.45,0.0589,1.03,72.6,637,0.0878,0.0651,0.1288,0.0,Low,0
DRV-0673,37,2,0.0986,5.27,5.91,4.41,0.1696,1.46,125.8,527,0.2921,0.301,0.1825,88.4,High,1
DRV-0674,33,5,0.2289,6.83,5.68,4.13,0.1936,2.23,116.4,422,0.3139,0.3374,0.2788,99.8,High,1
DRV-0675,33,11,0.033,3.01,3.37,2.02,0.1067,1.56,102.7,1140,0.1568,0.1783,0.195,0.0,Low,0
DRV-0676,66,6,0.1324,3.66,1.42,1.77,0.0531,0.6,105.4,341,0.1323,0.2431,0.075,0.3,Low,0
DRV-0677,18,1,0.1541,3.46,3.16,2.06,0.1307,1.17,72.9,574,0.1631,0.1331,0.1462,0.3,Low,0
DRV-0678,23,2,0.0443,1.8,1.8,2.61,0.0543,2.17,96.9,243,0.1182,0.1627,0.2712,0.0,Low,0
DRV-0679,52,2,0.1289,8.32,7.64,6.18,0.2385,2.3,128.0,1065,0.4173,0.3259,0.2875,99.6,High,1
DRV-0680,51,8,0.3149,7.68,8.43,4.81,0.1784,2.31,132.8,460,0.3903,0.4462,0.2888,99.9,High,1
DRV-0681,26,19,0.1715,5.57,5.59,4.24,0.1771,1.63,104.3,1016,0.2894,0.2604,0.2037,88.3,High,1
DRV-0682,18,4,0.1261,5.15,4.66,3.83,0.2104,1.87,124.5,669,0.2573,0.3112,0.2338,88.4,High,1
DRV-0683,53,13,0.1337,5.52,2.32,1.9,0.1088,1.08,84.8,384,0.1871,0.1665,0.135,0.0,Low,0
DRV-0684,25,0,0.051,0.81,1.0,0.44,0.1023,0.55,86.9,503,0.0417,0.1289,0.0688,0.0,Low,0
DRV-0685,32,0,0.1014,2.12,0.76,1.17,0.0248,1.44,88.6,295,0.0785,0.163,0.18,0.0,Low,0
DRV-0686,39,5,0.0693,4.46,3.99,2.58,0.1192,1.68,103.1,322,0.2073,0.1997,0.21,0.4,Low,0
DRV-0687,25,0,0.0473,1.42,1.06,3.01,0.0372,1.14,74.1,517,0.1063,0.0789,0.1425,0.0,Low,0
DRV-0688,49,2,0.0211,6.32,2.88,3.52,0.1377,1.6,96.7,342,0.2448,0.1492,0.2,8.9,Low,0
DRV-0689,38,0,0.0707,7.86,1.09,1.95,0.0644,0.78,98.1,205,0.2144,0.1818,0.0975,0.3,Low,0
DRV-0690,27,12,0.0908,3.56,4.65,3.36,0.098,1.22,118.9,516,0.2159,0.2708,0.1525,1.7,Low,0
DRV-0691,28,25,0.0789,3.93,3.64,1.51,0.0809,1.31,117.6,609,0.1695,0.2594,0.1638,0.0,Low,0
DRV-0692,53,4,0.033,2.5,2.07,1.55,0.1381,1.07,95.9,832,0.1155,0.1528,0.1338,0.5,Low,0
DRV-0693,34,1,0.0765,6.96,3.55,4.34,0.0918,1.39,104.0,635,0.2852,0.2071,0.1737,0.8,Low,0
DRV-0694,45,1,0.1406,7.96,10.0,5.35,0.1991,2.96,129.4,139,0.4329,0.3376,0.37,99.9,High,1
DRV-0695,37,0,0.2373,6.75,7.74,5.47,0.1665,3.64,146.6,297,0.3734,0.4553,0.455,100.0,High,1
DRV-0696,18,1,0.1134,4.58,3.47,8.29,0.0786,2.07,91.7,214,0.3152,0.1812,0.2588,9.7,Low,0
DRV-0697,46,2,0.0363,8.69,3.17,1.67,0.0895,2.06,97.0,1066,0.26,0.1587,0.2575,2.9,Low,0
DRV-0698,50,1,0.1337,5.07,2.87,2.52,0.105,1.13,99.7,263,0.1996,0.2224,0.1412,0.3,Low,0
DRV-0699,60,0,0.176,5.41,5.93,3.69,0.1422,2.57,112.4,993,0.2808,0.2933,0.3212,87.3,High,1
DRV-0700,18,14,0.0379,4.91,1.76,1.58,0.0581,0.83,93.2,181,0.1591,0.1453,0.1038,0.2,Low,0
DRV-0701,18,10,0.0917,7.09,5.33,7.91,0.1966,1.99,112.9,407,0.3888,0.2488,0.2488,98.3,High,1
DRV-0702,45,8,0.0,1.67,1.64,1.26,0.0305,0.44,80.5,262,0.0859,0.0769,0.055,0.0,Low,0
DRV-0703,30,3,0.0488,5.06,4.68,5.18,0.1049,2.45,101.1,351,0.2828,0.181,0.3062,20.0,Low,0
DRV-0704,20,3,0.0,9.16,3.82,2.8,0.1432,1.5,102.4,225,0.3029,0.159,0.1875,6.4,Low,0
DRV-0705,39,2,0.1273,4.0,1.38,2.22,0.0635,2.28,96.9,782,0.1474,0.2084,0.285,0.4,Low,0
DRV-0706,32,2,0.1146,5.58,2.8,3.99,0.1155,1.38,109.2,249,0.2381,0.2475,0.1725,0.4,Low,0
DRV-0707,22,3,0.0544,2.15,1.67,1.55,0.1133,0.95,96.0,117,0.1018,0.1649,0.1188,0.0,Low,0
DRV-0708,37,2,0.0,7.13,6.34,3.26,0.1282,2.14,115.6,149,0.3135,0.2085,0.2675,36.2,Low,0
DRV-0709,44,7,0.0,3.64,3.03,2.75,0.0415,1.66,91.9,281,0.1783,0.1196,0.2075,0.0,Low,0
DRV-0710,40,2,0.012,1.72,3.85,0.83,0.0702,0.16,60.0,175,0.1152,0.0066,0.02,0.0,Low,0
DRV-0711,40,18,0.2688,6.4,6.1,4.1,0.1412,1.66,103.9,485,0.3117,0.3125,0.2075,93.9,High,1
DRV-0712,43,1,0.0,1.16,2.25,1.7,0.0726,0.79,95.8,314,0.0947,0.1342,0.0988,0.0,Low,0
DRV-0713,18,0,0.0978,1.72,1.91,1.6,0.0504,0.64,80.4,761,0.0982,0.1303,0.08,0.0,Low,0
DRV-0714,37,3,0.0683,5.05,3.32,3.25,0.1116,1.03,112.5,209,0.2213,0.2344,0.1288,0.6,Low,0
DRV-0715,40,6,0.1009,7.41,3.72,2.46,0.1078,1.2,113.3,700,0.2594,0.2554,0.15,1.1,Low,0
DRV-0716,33,4,0.1278,3.79,3.17,3.99,0.1153,0.64,89.4,195,0.2084,0.1805,0.08,0.0,Low,0
DRV-0717,28,6,0.0652,4.39,2.74,4.34,0.0903,1.15,92.6,100,0.2203,0.1581,0.1438,0.0,Low,0
DRV-0718,29,4,0.0241,2.62,3.09,2.03,0.0921,1.06,95.1,241,0.1445,0.1449,0.1325,0.2,Low,0
DRV-0719,34,2,0.1102,2.72,1.21,0.71,0.1228,2.34,85.2,192,0.0888,0.1551,0.2925,0.1,Low,0
DRV-0720,48,3,0.089,2.97,4.62,2.45,0.1393,1.67,107.2,211,0.1854,0.226,0.2088,3.5,Low,0
DRV-0721,56,1,0.1277,5.66,2.38,1.74,0.0827,1.76,66.1,506,0.1877,0.0931,0.22,0.6,Low,0
DRV-0722,53,14,0.0,1.3,0.7,0.19,0.0335,0.37,71.5,295,0.0415,0.0431,0.0462,0.0,Low,0
DRV-0723,19,6,0.2382,6.09,5.76,4.34,0.2392,2.62,103.0,269,0.3046,0.2923,0.3275,98.7,High,1
DRV-0724,26,3,0.1415,6.83,4.68,3.35,0.1114,2.01,78.4,677,0.2816,0.1468,0.2512,17.1,Low,0
DRV-0725,45,5,0.154,5.13,4.88,3.85,0.1512,1.95,103.3,126,0.2609,0.2471,0.2438,64.7,Moderate,0
DRV-0726,53,7,0.0546,4.21,1.48,1.6,0.084,0.55,72.7,625,0.1409,0.0777,0.0688,0.0,Low,0
DRV-0727,26,4,0.2631,11.04,9.38,10.5,0.2625,2.97,142.4,152,0.5871,0.4537,0.3713,100.0,High,1
DRV-0728,40,2,0.2066,11.41,6.0,4.79,0.2219,3.22,121.4,209,0.424,0.3439,0.4025,99.9,High,1
DRV-0729,24,2,0.1485,7.12,5.33,5.62,0.2243,2.18,125.5,127,0.3436,0.3273,0.2725,99.7,High,1
DRV-0730,41,5,0.1414,3.44,2.82,2.43,0.0787,0.89,96.2,585,0.1644,0.2135,0.1112,0.1,Low,0
DRV-0731,30,2,0.1125,5.76,3.94,2.93,0.1108,1.76,88.2,179,0.2395,0.1676,0.22,1.3,Low,0
DRV-0732,40,2,0.0785,7.26,4.89,5.13,0.1483,2.14,122.6,176,0.3293,0.2779,0.2675,98.7,High,1
DRV-0733,23,4,0.0089,7.47,3.7,3.06,0.1177,1.14,134.1,134,0.2723,0.2828,0.1425,3.8,Low,0
DRV-0734,18,1,0.0,1.25,1.3,1.84,0.0389,0.37,97.5,335,0.0835,0.1406,0.0462,0.0,Low,0
DRV-0735,75,2,0.0877,4.67,3.61,2.07,0.0745,0.69,99.7,314,0.195,0.1971,0.0862,0.1,Low,0
DRV-0736,38,3,0.0903,6.46,6.62,5.54,0.1701,1.75,114.1,428,0.3503,0.2525,0.2188,97.7,High,1
DRV-0737,63,0,0.0968,4.53,5.44,2.38,0.1267,1.13,92.1,293,0.2289,0.1736,0.1412,0.4,Low,0
DRV-0738,56,2,0.0651,4.56,4.88,4.28,0.064,0.94,86.3,822,0.2581,0.1344,0.1175,0.5,Low,0
DRV-0739,18,3,0.0819,3.22,3.77,2.48,0.127,1.13,102.5,392,0.1768,0.2044,0.1412,0.1,Low,0
DRV-0740,42,0,0.0378,1.11,4.79,0.3,0.0232,0.19,69.0,214,0.108,0.0545,0.0238,0.0,Low,0
DRV-0741,22,4,0.1337,5.1,3.97,8.15,0.1933,1.68,111.0,198,0.3312,0.2648,0.21,36.5,Low,0
DRV-0742,34,1,0.0,3.52,3.21,2.74,0.1476,2.3,94.1,1180,0.1787,0.1279,0.2875,1.9,Low,0
DRV-0743,18,8,0.0,1.14,0.66,0.77,0.0292,0.41,63.3,721,0.0492,0.0124,0.0512,0.0,Low,0
DRV-0744,19,1,0.0747,1.96,1.45,1.37,0.0971,0.51,83.1,674,0.0908,0.1277,0.0638,0.0,Low,0
DRV-0745,27,0,0.1177,3.66,0.65,0.9,0.0222,0.21,99.4,496,0.102,0.2125,0.0262,0.0,Low,0
DRV-0746,31,0,0.2205,5.49,3.54,3.45,0.2138,2.24,108.9,217,0.2378,0.3047,0.28,28.1,Low,0
DRV-0747,38,4,0.0,2.82,6.03,1.84,0.0922,1.84,60.0,483,0.1937,0.0,0.23,0.2,Low,0
DRV-0748,25,12,0.013,5.57,1.85,1.56,0.0338,0.89,79.7,390,0.1734,0.081,0.1112,0.0,Low,0
DRV-0749,39,2,0.1176,7.62,6.39,5.33,0.1991,3.14,139.2,820,0.3655,0.3617,0.3925,99.4,High,1
DRV-0750,51,1,0.2381,5.68,4.62,4.22,0.1838,2.54,110.0,299,0.275,0.3185,0.3175,94.1,High,1
DRV-0751,41,0,0.1426,5.95,2.56,1.97,0.0858,0.87,105.0,380,0.2011,0.2472,0.1088,0.2,Low,0
DRV-0752,37,0,0.1101,3.21,3.22,2.23,0.1309,1.23,95.6,130,0.1625,0.1941,0.1538,0.2,Low,0
DRV-0753,42,2,0.0911,5.79,2.91,2.2,0.0833,1.3,100.8,181,0.2083,0.2031,0.1625,0.0,Low,0
DRV-0754,20,2,0.1778,3.8,5.33,2.6,0.104,1.77,102.1,1271,0.2168,0.2557,0.2212,2.8,Low,0
DRV-0755,49,2,0.1235,2.25,5.97,1.58,0.115,1.78,83.9,524,0.1761,0.1576,0.2225,0.5,Low,0
DRV-0756,23,0,0.2857,7.99,6.55,5.82,0.2314,2.37,136.3,347,0.3854,0.4433,0.2962,99.9,High,1
DRV-0757,56,2,0.1552,4.81,5.43,7.72,0.125,1.44,127.6,465,0.3411,0.3389,0.18,50.5,Moderate,0
DRV-0758,47,13,0.0455,2.98,2.95,1.94,0.0797,0.79,99.8,131,0.1476,0.1743,0.0988,0.0,Low,0
DRV-0759,44,9,0.1365,4.44,3.86,4.76,0.1247,1.33,101.9,267,0.2483,0.2322,0.1662,1.3,Low,0
DRV-0760,45,4,0.1204,3.07,2.68,3.3,0.1383,1.35,86.2,144,0.1721,0.1645,0.1688,0.6,Low,0
DRV-0761,37,2,0.0248,4.1,3.31,2.74,0.0785,0.8,99.5,234,0.192,0.1618,0.1,0.0,Low,0
DRV-0762,28,3,0.1522,6.39,6.85,4.44,0.2881,3.13,113.5,322,0.3308,0.2843,0.3912,99.7,High,1
DRV-0763,26,0,0.0748,1.08,1.27,1.16,0.0306,0.86,88.3,820,0.066,0.1473,0.1075,0.0,Low,0
DRV-0764,59,0,0.1375,1.38,2.07,2.22,0.0391,0.51,97.7,683,0.1065,0.217,0.0638,0.3,Low,0
DRV-0765,39,6,0.1288,7.75,5.13,4.17,0.2173,3.14,131.6,491,0.3239,0.3393,0.3925,99.7,High,1
DRV-0766,24,2,0.16,7.18,5.35,6.14,0.1548,3.03,132.3,56,0.3556,0.3591,0.3787,99.2,High,1
DRV-0767,44,7,0.095,4.67,2.45,2.11,0.0865,1.25,108.5,1007,0.1764,0.2341,0.1562,0.4,Low,0
DRV-0768,42,4,0.0668,1.52,1.13,1.12,0.0413,0.41,73.5,199,0.0716,0.0874,0.0512,0.0,Low,0
DRV-0769,34,11,0.0043,1.38,1.57,2.56,0.0363,0.72,77.8,435,0.105,0.0691,0.09,0.0,Low,0
DRV-0770,27,1,0.1958,5.22,3.39,3.48,0.1287,0.95,82.4,524,0.2305,0.1917,0.1188,0.3,Low,0
DRV-0771,46,12,0.0498,1.54,2.58,1.76,0.0703,0.34,68.3,323,0.109,0.0585,0.0425,0.0,Low,0
DRV-0772,49,0,0.1355,7.63,2.98,2.37,0.1511,1.09,122.0,355,0.2497,0.307,0.1362,5.5,Low,0
DRV-0773,41,6,0.2332,6.43,4.52,3.68,0.1186,1.36,97.3,274,0.2775,0.2681,0.17,4.4,Low,0
DRV-0774,38,11,0.051,2.91,5.37,1.99,0.0963,0.96,84.3,104,0.1875,0.1192,0.12,0.2,Low,0
DRV-0775,28,2,0.0975,3.72,3.38,2.55,0.1525,1.17,102.8,1941,0.1817,0.2141,0.1462,1.1,Low,0
DRV-0776,43,1,0.0611,6.67,4.02,5.23,0.1218,3.18,102.2,510,0.305,0.1919,0.3975,50.3,Moderate,1
DRV-0777,30,2,0.075,5.14,4.17,2.29,0.079,1.1,126.6,356,0.2181,0.291,0.1375,5.4,Low,0
DRV-0778,22,2,0.0,4.72,2.98,2.8,0.0981,0.95,95.6,1142,0.2001,0.1335,0.1188,0.0,Low,0
DRV-0779,51,11,0.2792,9.85,7.92,5.76,0.2125,2.6,138.9,225,0.4442,0.4494,0.325,100.0,High,1
DRV-0780,25,0,0.1368,7.49,3.63,2.93,0.0959,1.69,96.1,775,0.2689,0.2106,0.2112,3.1,Low,0
DRV-0781,18,13,0.1226,7.98,4.89,3.89,0.181,2.13,91.9,342,0.3189,0.1871,0.2662,90.3,High,1
DRV-0782,53,2,0.0998,4.57,6.55,2.65,0.1134,1.23,95.4,461,0.2536,0.1876,0.1538,0.6,Low,0
DRV-0783,18,4,0.1391,5.37,3.15,5.09,0.1156,0.96,92.7,467,0.2617,0.1991,0.12,0.5,Low,0
DRV-0784,33,2,0.0252,4.4,4.31,2.55,0.1427,1.07,92.6,89,0.2108,0.1361,0.1338,0.7,Low,0
DRV-0785,24,9,0.1441,4.73,4.91,5.09,0.143,1.69,90.9,139,0.2782,0.1951,0.2112,25.9,Low,0
DRV-0786,29,0,0.061,4.39,2.52,0.87,0.0661,1.33,86.0,1363,0.1472,0.131,0.1662,0.1,Low,0
DRV-0787,64,1,0.0671,6.19,6.88,4.68,0.2756,1.79,115.7,297,0.3321,0.2458,0.2238,98.6,High,1
DRV-0788,36,4,0.1235,5.31,3.4,1.92,0.0868,1.01,80.3,765,0.2013,0.144,0.1262,0.0,Low,0
DRV-0789,42,1,0.0,0.62,3.49,1.44,0.0315,0.36,84.2,686,0.0994,0.0908,0.045,0.0,Low,0
DRV-0790,47,3,0.0224,1.4,0.89,2.92,0.0666,0.35,95.9,317,0.1012,0.1469,0.0438,0.0,Low,0
DRV-0791,30,0,0.0,3.55,0.99,2.71,0.0803,0.31,101.5,191,0.1417,0.1556,0.0388,0.0,Low,0
DRV-0792,50,5,0.1023,1.12,0.59,1.34,0.0655,1.62,60.0,929,0.059,0.0563,0.2025,0.0,Low,0
DRV-0793,42,1,0.0169,3.84,3.51,2.13,0.0742,2.94,91.0,1684,0.1779,0.1255,0.3675,1.0,Low,0
DRV-0794,47,5,0.0131,5.14,3.36,3.53,0.1097,1.29,89.2,277,0.2294,0.1167,0.1612,0.1,Low,0
DRV-0795,29,2,0.0647,7.77,2.5,1.69,0.0878,1.36,85.1,993,0.2309,0.1297,0.17,0.0,Low,0
DRV-0796,43,16,0.0307,2.16,2.69,1.74,0.056,0.66,109.3,793,0.1228,0.2018,0.0825,0.0,Low,0
DRV-0797,37,2,0.0,1.24,1.75,2.84,0.1091,1.77,77.2,677,0.1108,0.0645,0.2212,0.0,Low,0
DRV-0798,51,1,0.1495,5.17,3.96,3.81,0.1258,3.1,101.3,402,0.2456,0.2371,0.3875,15.5,Low,0
DRV-0799,31,0,0.0638,6.65,6.16,4.81,0.1849,1.96,111.9,297,0.3319,0.2297,0.245,97.4,High,1
DRV-0800,62,3,0.0,2.44,2.87,4.9,0.0471,1.04,111.7,140,0.1946,0.1939,0.13,0.3,Low,0
DRV-0801,42,25,0.0149,1.82,3.8,1.34,0.0503,1.34,63.7,165,0.1265,0.0221,0.1675,0.0,Low,0
DRV-0802,36,4,0.1869,5.03,4.14,3.77,0.1521,1.45,105.0,1087,0.245,0.2715,0.1812,52.8,Moderate,1
DRV-0803,35,1,0.169,4.77,4.68,2.25,0.0876,2.92,90.5,414,0.2184,0.2073,0.365,2.2,Low,0
DRV-0804,37,6,0.1086,3.5,2.16,2.78,0.0678,0.44,69.0,232,0.1616,0.0935,0.055,0.0,Low,0
DRV-0805,30,3,0.0791,3.71,2.64,2.14,0.0854,1.58,113.4,660,0.161,0.2438,0.1975,0.2,Low,0
DRV-0806,46,3,0.0,1.42,1.18,2.77,0.0445,1.42,62.7,234,0.1035,0.0101,0.1775,0.0,Low,0
DRV-0807,37,1,0.0797,2.0,2.33,1.78,0.0976,1.05,87.3,267,0.1144,0.1462,0.1312,0.0,Low,0
DRV-0808,61,4,0.1471,4.74,2.54,1.44,0.1203,2.86,92.5,1479,0.1659,0.2028,0.3575,1.5,Low,0
DRV-0809,32,6,0.1794,5.9,3.91,2.62,0.1319,1.67,95.1,215,0.2356,0.2303,0.2088,5.3,Low,0
DRV-0810,36,0,0.1911,9.43,7.76,4.9,0.1879,1.74,96.5,549,0.4159,0.242,0.2175,96.3,High,1
DRV-0811,32,1,0.0432,6.04,4.1,2.85,0.1344,3.05,104.2,311,0.2461,0.1895,0.3812,13.1,Low,0
DRV-0812,60,7,0.0458,2.89,3.2,2.21,0.0704,0.82,88.5,262,0.1553,0.1321,0.1025,0.0,Low,0
DRV-0813,20,8,0.206,6.57,2.75,2.34,0.1584,0.9,110.3,157,0.224,0.3019,0.1125,5.1,Low,0
DRV-0814,39,0,0.0,2.96,2.06,2.7,0.0559,0.73,96.5,290,0.1475,0.1369,0.0912,0.0,Low,0
DRV-0815,41,22,0.0539,8.3,5.91,3.72,0.1811,1.36,131.4,146,0.3389,0.2974,0.17,21.5,Low,0
DRV-0816,24,1,0.258,7.84,6.7,6.32,0.1807,2.11,127.4,352,0.3949,0.3947,0.2638,99.9,High,1
DRV-0817,69,2,0.0567,3.04,2.84,1.98,0.1599,1.06,105.9,352,0.1477,0.2033,0.1325,0.0,Low,0
DRV-0818,26,0,0.0541,5.22,3.8,3.25,0.1264,1.61,104.3,314,0.2327,0.1959,0.2013,1.9,Low,0
DRV-0819,38,1,0.1361,3.06,1.69,1.1,0.0745,1.74,110.7,176,0.1114,0.265,0.2175,1.0,Low,0
DRV-0820,58,4,0.1506,5.14,3.96,3.35,0.1246,2.05,108.2,970,0.2358,0.2636,0.2562,11.8,Low,0
DRV-0821,33,2,0.1248,5.94,4.37,3.72,0.1353,2.23,112.5,818,0.266,0.2655,0.2788,87.8,High,1
DRV-0822,39,2,0.0497,6.41,7.99,2.72,0.1414,1.95,113.6,339,0.3158,0.2283,0.2438,33.3,Low,0
DRV-0823,33,19,0.2922,10.88,5.35,4.11,0.1559,2.24,111.0,146,0.389,0.352,0.28,99.2,High,1
DRV-0824,37,12,0.1445,5.98,4.44,3.6,0.1462,1.56,107.4,101,0.2656,0.2572,0.195,84.1,High,1
DRV-0825,50,0,0.2044,8.26,3.92,3.68,0.1377,1.52,114.0,586,0.3041,0.3149,0.19,31.5,Low,0
DRV-0826,32,2,0.1515,4.92,3.04,2.27,0.1698,1.52,111.2,738,0.1945,0.2753,0.19,2.0,Low,0
DRV-0827,18,0,0.0655,4.99,4.7,6.61,0.0992,1.05,109.3,832,0.3103,0.2209,0.1312,6.1,Low,0
DRV-0828,37,0,0.025,2.28,2.17,2.38,0.1371,1.73,91.8,597,0.1294,0.133,0.2162,0.6,Low,0
DRV-0829,38,1,0.096,1.33,0.27,1.52,0.0921,1.06,85.3,587,0.0615,0.1477,0.1325,0.1,Low,0
DRV-0830,40,3,0.2305,5.43,4.75,3.55,0.1856,2.61,124.2,640,0.2588,0.3675,0.3262,92.6,High,1
DRV-0831,35,1,0.0226,5.4,5.2,3.67,0.192,1.49,97.8,442,0.2681,0.1542,0.1862,38.9,Low,0
DRV-0832,27,2,0.1797,5.12,4.19,6.17,0.1299,2.5,113.6,239,0.2956,0.2998,0.3125,72.7,High,1
DRV-0833,35,1,0.2045,8.27,6.6,5.63,0.2134,2.2,93.5,183,0.388,0.2381,0.275,97.9,High,1
